coin,symbol,price,1h,24h,7d,24h_volume,mkt_cap,date,source_file,liquidity_ratio,price_ma_3,price_ma_5,vol_3d,lr_ema_3,liquidity_ratio_lag1,price_lag1,24h_volume_lag1,mkt_cap_lag1,price_ret_1d,vol_chg_1d,mcap_chg_1d,log_price,log_vol,log_mcap
Decentral Games,DG,0.322954,-0.01,0.059,0.008,1307545.0,124818085.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0104756053579895,0.3146235,0.3146235,0.011781106081349095,0.008908747140206199,0.0073418889224229,0.306293,854759.0,116422219.0,0.05439562771594531,0.529723582904655,0.0721156671992311,0.27986711506500594,14.083662655946714,18.642367923271525
Decentral Games Governance,XDG,0.32163,0.01,0.013,0.002,121569.0,98858963.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0012297215782042,0.32163,0.32163,,0.0012297215782042,,,,,,,,0.27886582328481024,11.70824550754984,18.409204786322267
Decentral Games Governance,XDG,0.338029,0.013,0.052,0.013,147662.0,104005183.0,2022-03-17,coin_gecko_2022-03-17.csv,0.001419756167344,0.3298295,0.3298295,0.01159584410467821,0.0013247388727741002,0.0012297215782042,0.32163,121569.0,98858963.0,0.050987159158038725,0.21463530998856617,0.052056180277755895,0.2911976356116642,11.902687929351101,18.459951302017213
Decentraland,MANA,2.43,0.021,0.065,0.0139999999999999,481292822.0,3652548066.0,2022-03-16,coin_gecko_2022-03-16.csv,0.1317690591070239,2.43,2.43,,0.1317690591070239,,,,,,,,1.2325602611778486,19.99198642246467,22.018690861529915
Decentraland,MANA,2.45,0.002,0.01,-0.019,385577318.0,3706590158.0,2022-03-17,coin_gecko_2022-03-17.csv,0.1040248048918496,2.4400000000000004,2.4400000000000004,0.014142135623730807,0.11789693199943677,0.1317690591070239,2.43,481292822.0,3652548066.0,0.008230452674897125,-0.198871663205482,0.014795723703968363,1.2383742310432684,19.770252298949952,22.033378196330165
Decentralized Social,DESO,33.97,0.005,0.111,0.192,768392.0,354095011.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0021700164535783,33.97,33.97,,0.0021700164535783,,,,,,,,3.5544905510752844,13.552056599996417,19.68507583056665
Decentralized Social,DESO,32.58,-0.019,-0.038,0.053,665903.0,343383679.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0019392389351154,33.275,33.275,0.9828784258493014,0.00205462769434685,0.0021700164535783,33.97,768392.0,354095011.0,-0.0409184574624669,-0.1333811387937407,-0.030249881154072514,3.5139306516493947,13.408900794988616,19.654358980545837
Decred,DCR,56.87,0.02,0.143,0.088,25032753.0,787162797.0,2022-03-16,coin_gecko_2022-03-16.csv,0.031801239966375,56.87,56.87,,0.031801239966375,,,,,,,,4.058199115585747,17.035695685321766,20.483945643947383
Decred,DCR,52.84,-0.012,-0.07,-0.059,10725860.0,732991389.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0146329959136805,54.855000000000004,54.855000000000004,2.849640328181785,0.023217117940027752,0.031801239966375,56.87,25032753.0,787162797.0,-0.07086337260418488,-0.5715269511108108,-0.06881855723676941,3.9860166853364722,16.18816829927639,20.412644513533643
Dent,DENT,0.002351313514,0.023,0.017,0.008,18982568.0,223840664.0,2022-03-16,coin_gecko_2022-03-16.csv,0.08480392999549,0.002351313514,0.002351313514,,0.08480392999549,,,,,,,,0.0023485535019684934,16.759031694989826,19.226445039749084
Dent,DENT,0.002405588079,-0.002,0.023,-0.042,15366549.0,230289059.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0667272212875731,0.0023784507965,0.0023784507965,3.837791295744998e-05,0.07576557564153155,0.08480392999549,0.002351313514,18982568.0,223840664.0,0.023082657704658564,-0.1904915604674773,0.028807969404522495,0.0024026992839035833,16.547703627079056,19.254845860405975
Dero,DERO,10.86,0.034,0.015,-0.141,810741.0,120268451.0,2022-03-16,coin_gecko_2022-03-16.csv,0.00674109455355,10.86,10.86,,0.00674109455355,,,,,,,,2.4731713935695794,13.605705156714158,18.605236902163806
Dero,DERO,10.93,0.001,0.0069999999999999,-0.158,568520.0,122930832.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0046247144898523,10.895,10.895,0.049497474683058526,0.00568290452170115,0.00674109455355,10.86,810741.0,120268451.0,0.006445672191528572,-0.2987649569961307,0.022136985866725762,2.4790562361098245,13.250793530804472,18.62713242183467
DigiByte,DGB,0.019668130187,0.03,0.018,0.059,15693285.0,297257419.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0527935856161087,0.019668130187,0.019668130187,,0.0527935856161087,,,,,,,,0.01947721179253286,16.568743535540957,19.510109055376684
DigiByte,DGB,0.01993648681,0.004,0.0139999999999999,-0.035,12119980.0,302087064.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0401208176196515,0.019802308498500003,0.019802308498500003,0.00018975678789962037,0.0464572016178801,0.0527935856161087,0.019668130187,15693285.0,297257419.0,0.013644236663502193,-0.22769643194525557,0.016247348901323806,0.019740357524124365,16.310365970947448,19.526225828492198
DigitalBits,XDB,0.389141,0.023,0.216,0.209,3821494.0,296998483.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0128670488865763,0.389141,0.389141,,0.0128670488865763,,,,,,,,0.32868557049927427,15.156152265277461,19.50923759237684
DigitalBits,XDB,0.395059,-0.004,0.015,0.207,1567720.0,302184765.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0051879518148441,0.3921,0.3921,0.004184657931061973,0.0090275003507102,0.0128670488865763,0.389141,3821494.0,296998483.0,0.015207855250410464,-0.589762537897482,0.01746231814928159,0.33293670828577693,14.265133530386947,19.52654919620798
Divi,DIVI,0.06259333954,-0.003,0.057,-0.0409999999999999,232874.0,172881299.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0013470167181008,0.06259333954,0.06259333954,,0.0013470167181008,,,,,,,,0.060712466936762806,12.35825710790389,18.968115789801452
Divi,DIVI,0.064853595251,0.018,0.036,-0.008,202892.0,180441034.0,2022-03-17,coin_gecko_2022-03-17.csv,0.001124422729699,0.0637234673955,0.0637234673955,0.0015982421404637198,0.0012357197238999,0.0013470167181008,0.06259333954,232874.0,172881299.0,0.03611016327952259,-0.12874773482655857,0.043727893321764084,0.06283732046373801,12.220434025465202,19.010914606466738
Dock,DOCK,0.033479547514,0.024,-0.002,-0.0,3240870.0,70448413.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0460034493608819,0.033479547514,0.033479547514,,0.0460034493608819,,,,,,,,0.032931310407344073,14.991352678801459,18.0703912836354
Dock,DOCK,0.033661853536,0.001,0.008,-0.022,2401530.0,70448413.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0340891994259686,0.033570700525,0.033570700525,0.0001289098244073458,0.04004632439342525,0.0460034493608819,0.033479547514,3240870.0,70448413.0,0.0054452952783715204,-0.2589860130150237,0.0,0.03310769507302785,14.691617008602494,18.0703912836354
Dogecoin,DOGE,0.11566,0.015,0.023,-0.011,451839687.0,15312260998.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0295083585016619,0.11566,0.11566,,0.0295083585016619,,,,,,,,0.10944615804277834,19.928838002318944,23.451919716900974
Dogecoin,DOGE,0.11685,0.001,0.011,-0.038,364002532.0,15509604862.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0234694910179072,0.116255,0.116255,0.0008414570696119892,0.026488924759784552,0.0295083585016619,0.11566,451839687.0,15312260998.0,0.010288777451149892,-0.1943989373381449,0.012887963706063783,0.11051222279742876,19.71267138436801,23.46472533753696
Dogelon Mars,ELON,7.24104e-07,0.043,0.072,0.0279999999999999,10950097.0,394017729.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0277908738466943,7.24104e-07,7.24104e-07,,0.0277908738466943,,,,,,,,7.241037378368251e-07,16.208858963958424,19.79190646624974
Dogelon Mars,ELON,7.16912e-07,0.006,-0.01,-0.035,8089301.0,395179401.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0204699460030812,7.205079999999999e-07,7.205079999999999e-07,5.085511970293614e-09,0.024130409924887748,0.0277908738466943,7.24104e-07,10950097.0,394017729.0,-0.009932274921834437,-0.26125759433911866,0.002948273426549291,7.16911743018715e-07,15.906053005955165,19.794850402034324
Dopex,DPX,1126.14,0.034,0.006,0.031,4629323.0,200498616.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0230890521458761,1126.14,1126.14,,0.0230890521458761,,,,,,,,7.027438729927148,15.347921411083094,19.116317906931496
Dopex,DPX,1173.9,0.0069999999999999,0.042,0.0069999999999999,3078417.0,211922629.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0145261363287447,1150.02,1150.02,33.77141986946958,0.0188075942373104,0.0230890521458761,1126.14,4629323.0,200498616.0,0.042410357504395535,-0.335017884904553,0.05697801425222806,7.068938316573527,14.939926386629777,19.171731813194608
Dopex Rebate Token,RDPX,101.45,0.0559999999999999,0.04,0.113,3498225.0,90554011.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0386313644350883,101.45,101.45,,0.0386313644350883,,,,,,,,4.629374874684909,15.067766540821282,18.32145704832487
Dopex Rebate Token,RDPX,105.79,-0.013,0.052,0.092,1970405.0,97862985.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0201343235136349,103.62,103.62,3.0688434303496184,0.0293828439743616,0.0386313644350883,101.45,3498225.0,90554011.0,0.0427796944307541,-0.43674149032723736,0.08071397301219489,4.670864289183454,14.49375017085082,18.399078956337462
Dvision Network,DVI,0.348705,0.011,0.045,-0.1689999999999999,893982.0,85948342.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0104013873822022,0.348705,0.348705,,0.0104013873822022,,,,,,,,0.29914487280747387,13.703442038314895,18.26925701095692
Dvision Network,DVI,0.380746,0.008,0.091,-0.108,2438408.0,92462684.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0263718063819129,0.3647255,0.3647255,0.02265640837599816,0.01838659688205755,0.0104013873822022,0.348705,893982.0,85948342.0,0.09188569134368589,1.7275806448004547,0.07579369012144528,0.32262393281868257,14.706856335412535,18.3423157156874
ECOMI,OMI,0.003406821495,0.019,0.027,-0.2189999999999999,3444049.0,1976983567.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0017420726492057,0.003406821495,0.003406821495,,0.0017420726492057,,,,,,,,0.003401031425412942,15.052158662426697,21.404838069517144
ECOMI,OMI,0.003390695541,0.001,-0.0069999999999999,-0.253,3682195.0,1972387319.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0018668721728888,0.003398758518,0.003398758518,1.1402771426502452e-05,0.00180447241104725,0.0017420726492057,0.003406821495,3444049.0,1976983567.0,-0.004733430860309918,0.06914709982349264,-0.0023248792133232737,0.0033849600939871737,15.119019871297555,21.402510483577295
EOS,EOS,2.06,0.019,0.032,0.048,337828464.0,2019196307.0,2022-03-16,coin_gecko_2022-03-16.csv,0.1673083804822945,2.06,2.06,,0.1673083804822945,,,,,,,,1.1184149159642893,19.63804882462558,21.425965401862587
EOS,EOS,2.09,0.006,0.012,0.009,228300347.0,2061422334.0,2022-03-17,coin_gecko_2022-03-17.csv,0.1107489441802079,2.075,2.075,0.021213203435596132,0.1390286623312512,0.1673083804822945,2.06,337828464.0,2019196307.0,0.01456310679611641,-0.32421222209387307,0.0209122940912748,1.128171090909654,19.246172635808982,21.446662035377777
Electroneum,ETN,0.005086662997,0.017,0.026,-0.017,176858.0,89440714.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0019773768800638,0.005086662997,0.005086662997,,0.0019773768800638,,,,,,,,0.005073769631098817,12.083108083923987,18.309086561525156
Electroneum,ETN,0.005214209583,0.006,0.025,-0.05,189537.0,93414016.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0020289995882416,0.00515043629,0.00515043629,9.018905587779279e-05,0.0020031882341527,0.0019773768800638,0.005086662997,176858.0,89440714.0,0.025074707342559076,0.07169028259959968,0.04442386271648055,0.0052006626627945675,12.152344811106111,18.352551966885418
Ellipsis,EPS,0.164725,0.0139999999999999,0.036,0.042,8159278.0,102630468.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0795015180092523,0.164725,0.164725,,0.0795015180092523,,,,,,,,0.15248500765097708,15.914666365193368,18.44664541542535
Ellipsis,EPS,0.166502,-0.001,0.012,-0.0289999999999999,5645716.0,104379795.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0540882073968434,0.16561350000000002,0.16561350000000002,0.0012565287501684857,0.06679486270304785,0.0795015180092523,0.164725,8159278.0,102630468.0,0.01078767643041433,-0.3080618162538401,0.017044909119970104,0.15400952700852505,15.546407762557743,18.463546689780237
Elrond,EGLD,162.55,0.025,0.049,0.2289999999999999,318813970.0,3550487729.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0897944153970627,162.55,162.55,,0.0897944153970627,,,,,,,,5.097118753984393,19.58011832763403,21.990350819729162
Elrond,EGLD,159.18,-0.003,-0.02,0.121,163087133.0,3510358610.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0464588240458999,160.865,160.865,2.3829498525986685,0.0681266197214813,0.0897944153970627,162.55,318813970.0,3550487729.0,-0.020732082436173513,-0.4884567542633091,-0.011302424360526498,5.0762981828955365,18.909795180359556,21.97898403758142
Energy Web Token,EWT,4.91,0.015,-0.009,0.042,2224285.0,205388247.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0108296605696235,4.91,4.91,,0.0108296605696235,,,,,,,,1.776645831418007,14.614946523207012,19.140412638632007
Energy Web Token,EWT,5.03,-0.0,0.025,-0.02,1278646.0,211101992.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0060570058476757,4.970000000000001,4.970000000000001,0.08485281374238547,0.0084433332086496,0.0108296605696235,4.91,2224285.0,205388247.0,0.024439918533604908,-0.42514291109277813,0.027819240309305528,1.7967470107390942,14.061313045594277,19.167851953797193
Enjin Coin,ENJ,1.4,0.018,0.05,0.046,133821819.0,1300650179.0,2022-03-16,coin_gecko_2022-03-16.csv,0.1028884024010886,1.4,1.4,,0.1028884024010886,,,,,,,,0.8754687373538999,18.71201977158515,20.986130114847885
Enjin Coin,ENJ,1.42,0.004,0.017,0.021,113142084.0,1330338268.0,2022-03-17,coin_gecko_2022-03-17.csv,0.085047605350852,1.41,1.41,0.014142135623730963,0.09396800387597029,0.1028884024010886,1.4,133821819.0,1300650179.0,0.0142857142857143,-0.15453186299911228,0.022825575607751482,0.883767540168595,18.54415497620515,21.008699084435737
Enzyme,MLN,53.93,0.02,0.02,0.046,7197240.0,78254927.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0919717170012822,53.93,53.93,,0.0919717170012822,,,,,,,,4.006059647354529,15.789208316104087,18.17548236303731
Enzyme,MLN,54.27,0.005,0.006,0.033,5114354.0,78897484.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0648227768581315,54.1,54.1,0.24041630560342858,0.07839724692970684,0.0919717170012822,53.93,7197240.0,78254927.0,0.0063044687557946115,-0.2894006591415598,0.008211074045216349,4.012230265845171,15.447561849709883,18.183659909515917
Ergo,ERG,3.26,0.006,0.004,0.0819999999999999,945449.0,168320273.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0056169645114584,3.26,3.26,,0.0056169645114584,,,,,,,,1.449269160281279,13.759416283609365,18.941379115364004
Ergo,ERG,3.26,-0.006,0.002,0.004,1480738.0,170208459.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0086995558781247,3.26,3.26,0.0,0.007158260194791551,0.0056169645114584,3.26,945449.0,168320273.0,0.0,0.5661743785227971,0.011217816881748997,1.449269160281279,14.208051845443714,18.9525344790962
Escoin Token,ELG,3.37,0.024,0.021,0.051,685965.0,228752259.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0029987244847273,3.37,3.37,,0.0029987244847273,,,,,,,,1.4747630091074988,13.438583342797536,19.24815014185252
Escoin Token,ELG,3.31,0.005,-0.015,0.017,724098.0,228752259.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0031654244778408,3.34,3.34,0.042426406871192736,0.0030820744812840497,0.0029987244847273,3.37,685965.0,228752259.0,-0.017804154302670638,0.055590299796636856,0.0,1.4609379041156565,13.492683402351238,19.24815014185252
Ethereum,ETH,2744.41,0.024,0.034,0.065,19748695312.0,327104429349.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0603742827674442,2744.41,2744.41,,0.0603742827674442,,,,,,,,7.917685705267398,23.70635326601021,26.51354531267085
Ethereum,ETH,2824.42,0.004,0.0289999999999999,0.034,13640408875.0,339077214308.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0402280315497984,2784.415,2784.415,56.575613562735825,0.050301157158621296,0.0603742827674442,2744.41,19748695312.0,327104429349.0,0.02915380719353166,-0.30930075837913157,0.036602332114022786,7.946412305096242,23.336302465158784,26.549493689214035
Ethereum Classic,ETC,26.93,0.0279999999999999,0.031,0.01,315618129.0,3573077723.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0883322875873528,26.93,26.93,,0.0883322875873528,,,,,,,,3.3297013799570854,19.570043591420376,21.996693168899704
Ethereum Classic,ETC,27.11,0.004,0.006,-0.036,254873416.0,3623500485.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0703390042460557,27.02,27.02,0.12727922061357835,0.07933564591670425,0.0883322875873528,26.93,315618129.0,3573077723.0,0.006683995544002961,-0.19246268645106884,0.014111857034462836,3.3361253849184407,19.356277575951914,22.010706380638066
Ethereum Name Service,ENS,14.05,0.04,0.043,0.016,39284120.0,326307175.0,2022-03-16,coin_gecko_2022-03-16.csv,0.1203899975536854,14.05,14.05,,0.1203899975536854,,,,,,,,2.711377991194885,17.486330949389465,19.6033497533536
Ethereum Name Service,ENS,15.1,-0.003,0.075,0.0289999999999999,130802509.0,350492086.0,2022-03-17,coin_gecko_2022-03-17.csv,0.3731967545766497,14.575,14.575,0.7424621202458748,0.24679337606516755,0.1203899975536854,14.05,39284120.0,326307175.0,0.07473309608540918,2.3296535343034286,0.07411700646790866,2.7788192719904172,18.689199186405702,19.674848687864525
Euro Tether,EURT,1.1,0.004,0.008,0.012,25282592.0,226370344.0,2022-03-16,coin_gecko_2022-03-16.csv,0.1116868559425787,1.1,1.1,,0.1116868559425787,,,,,,,,0.7419373447293773,17.045626693185397,19.23768291073169
Euro Tether,EURT,1.11,-0.0,0.006,0.003,14717552.0,228389194.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0644406670133439,1.105,1.105,0.00707106781186556,0.0880637614779613,0.1116868559425787,1.1,25282592.0,226370344.0,0.009090909090909097,-0.4178780403528246,0.008918350188132418,0.7466879474879752,16.504551421033156,19.246561727271583
EverRise,RISE,0.000950733762,0.013,0.081,0.03,423218.0,66340451.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0063794863257712,0.000950733762,0.000950733762,,0.0063794863257712,,,,,,,,0.0009502821009071939,12.955645054548675,18.01031040484556
Everdome,DOME,0.042328407322,-0.004,0.09,-0.07,44769576.0,363656510.0,2022-03-16,coin_gecko_2022-03-16.csv,0.1231095134251824,0.042328407322,0.042328407322,,0.1231095134251824,,,,,,,,0.04145706385015284,17.617039381881245,19.711720328983116
Everdome,DOME,0.047881406153,-0.025,0.131,0.038,59460882.0,407661797.0,2022-03-17,coin_gecko_2022-03-17.csv,0.1458583620971479,0.045104906737500006,0.045104906737500006,0.00392656312932107,0.13448393776116516,0.1231095134251824,0.042328407322,44769576.0,363656510.0,0.13118846614656005,0.3281537890821213,0.12100783511341513,0.04677041742779246,17.900829225743504,19.825948462148325
Everipedia,IQ,0.009006140462,0.0069999999999999,0.031,0.022,3388475.0,89718345.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0377679169182177,0.009006140462,0.009006140462,,0.0377679169182177,,,,,,,,0.008965827043737117,15.035890820753231,18.31218583231483
Everipedia,IQ,0.008982625251,-0.005,-0.004,-0.005,2844319.0,90044377.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0315879691188268,0.0089943828565,0.0089943828565,1.6627765159132816e-05,0.034677943018522256,0.0377679169182177,0.009006140462,3388475.0,89718345.0,-0.0026110197924648416,-0.16059023602062875,0.003633950225006937,0.00894252145214949,14.860834581156512,18.31581319565505
Everscale,EVER,0.191627,-0.011,-0.009,0.001,6416.99,261949792.0,2022-03-16,coin_gecko_2022-03-16.csv,2.4497022696624243e-05,0.191627,0.191627,,2.4497022696624243e-05,,,,,,,,0.17531960021055962,8.766860263550795,19.383663413591048
Everscale,EVER,0.19269,0.0,-0.0139999999999999,-0.011,14939.44,258439550.0,2022-03-17,coin_gecko_2022-03-17.csv,5.780632260039146e-05,0.1921585,0.1921585,0.0007516545084012961,4.115167264850785e-05,2.4497022696624243e-05,0.191627,6416.99,261949792.0,0.0055472349929812,1.3281071031745415,-0.013400438203058394,0.17621126022928102,9.611826909391016,19.37017237930557
FEG Token,FEG,3.708e-09,0.017,0.009,0.024,1093047.0,151073649.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0072351929488378,3.708e-09,3.708e-09,,0.0072351929488378,,,,,,,,3.707999993125368e-09,13.9044806820224,18.83327802421301
FEG Token,FEG,3.712e-09,-0.012,0.005,0.001,596220.0,152507971.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0039094350025809,3.71e-09,3.71e-09,2.8284271247463264e-12,0.00557231397570935,0.0072351929488378,3.708e-09,1093047.0,151073649.0,0.0010787486515641818,-0.4545339770384988,0.009494190479241023,3.711999993110528e-09,13.298366682685293,18.842727428055266
FEG Token BSC,FEG,3.984e-09,0.0279999999999999,0.0,0.05,505356.0,166612893.0,2022-03-16,coin_gecko_2022-03-16.csv,0.003033114610164,3.984e-09,3.984e-09,,0.003033114610164,,,,,,,,3.983999992063872e-09,13.133020389192765,18.931183679660165
FEG Token BSC,FEG,3.893e-09,0.025,-0.023,-0.013,270143.0,163269693.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0016545814170177,3.9385e-09,3.9385e-09,6.434671708797627e-11,0.0023438480135908497,0.003033114610164,3.984e-09,505356.0,166612893.0,-0.022841365461847542,-0.46544020452908447,-0.02006567402920013,3.892999992422276e-09,12.50671042914217,18.910913955904473
FLEX Coin,FLEX,3.97,0.002,0.006,-0.002,1326196326.0,311600507.0,2022-03-16,coin_gecko_2022-03-16.csv,4.256078845211892,3.97,3.97,,4.256078845211892,,,,,,,,1.6034198401085376,21.00558077732802,19.557232502254788
FLEX Coin,FLEX,3.95,-0.0,-0.001,0.006,1321112348.0,311501806.0,2022-03-17,coin_gecko_2022-03-17.csv,4.241106544338944,3.96,3.96,0.014142135623730807,4.248592694775418,4.256078845211892,3.97,1326196326.0,311600507.0,-0.005037783375314866,-0.003833503305904951,-0.0003167549403249206,1.599387576580599,21.00173990731833,19.556915697138038
FTX Token,FTT,42.37,0.02,0.024,0.045,91093038.0,5803217982.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0156969871341289,42.37,42.37,,0.0156969871341289,,,,,,,,3.7697679578472747,18.32739194877288,22.481678425295666
FTX Token,FTT,43.02,0.001,0.016,0.004,63018114.0,5917599044.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0106492706808001,42.695,42.695,0.4596194077712599,0.0131731289074645,0.0156969871341289,42.37,91093038.0,5803217982.0,0.015341043190937119,-0.30820054546868886,0.019709937202906883,3.7846440760983158,17.958932782706736,22.501196636854925
FUNToken,FUN,0.010933267139,0.012,-0.004,-0.011,853332.0,115804492.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0073687297035075,0.010933267139,0.010933267139,,0.0073687297035075,,,,,,,,0.010873931073440427,13.656905137162559,18.56741392200506
FUNToken,FUN,0.011072744983,-0.0069999999999999,0.012,-0.012,840985.0,117522843.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0071559279756361,0.011003006061,0.011003006061,9.862572931767935e-05,0.007262328839571799,0.0073687297035075,0.010933267139,853332.0,115804492.0,0.012757197114709505,-0.014469163233067552,0.01483837949913031,0.011011890944365684,13.642330291967536,18.582143289673226
Fantom,FTM,1.22,0.043,0.022,-0.079,1173101401.0,3072929159.0,2022-03-16,coin_gecko_2022-03-16.csv,0.3817534802467602,1.22,1.22,,0.3817534802467602,,,,,,,,0.7975071958841881,20.882916849599265,21.84589706743725
Fantom,FTM,1.22,-0.003,0.001,-0.107,662240690.0,3103751456.0,2022-03-17,coin_gecko_2022-03-17.csv,0.2133678225812163,1.22,1.22,0.0,0.29756065141398824,0.3817534802467602,1.22,1173101401.0,3072929159.0,0.0,-0.4354787323282721,0.010030266044281432,0.7975071958841881,20.311139629392517,21.855877364218678
Fei USD,FEI,1.0,0.001,0.0,0.003,10254055.0,557210659.0,2022-03-16,coin_gecko_2022-03-16.csv,0.018402474601621,1.0,1.0,,0.018402474601621,,,,,,,,0.6931471805599453,16.143183892594273,20.138453931058063
Fei USD,FEI,1.0,0.002,0.003,0.009,6008234.0,560856126.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0107126118829269,1.0,1.0,0.0,0.01455754324227395,0.018402474601621,1.0,10254055.0,557210659.0,0.0,-0.4140626318076117,0.0065423497219926656,0.6931471805599453,15.608641586175137,20.14497497248545
Fetch.ai,FET,0.327851,0.022,0.0069999999999999,0.024,21546674.0,224454559.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0959957066410043,0.327851,0.327851,,0.0959957066410043,,,,,,,,0.2835618459643057,16.885732070266354,19.229183839314643
Fetch.ai,FET,0.333007,0.01,0.016,-0.06,18218920.0,229348461.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0794377251129668,0.330429,0.330429,0.0036458425637978546,0.08771671587698555,0.0959957066410043,0.327851,21546674.0,224454559.0,0.01572665631643641,-0.15444397590087452,0.02180353128848677,0.28743729249561173,16.717971227405812,19.250753073076968
Filecoin,FIL,17.27,0.016,0.01,-0.0409999999999999,264401106.0,3052322720.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0866229197415927,17.27,17.27,,0.0866229197415927,,,,,,,,2.9052603703899154,19.392977852771164,21.839168685604143
Filecoin,FIL,17.67,0.002,0.024,-0.062,194035869.0,3150729995.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0615844167249882,17.47,17.47,0.2828427124746218,0.07410366823329045,0.0866229197415927,17.27,264401106.0,3052322720.0,0.02316155182397233,-0.26613064545955417,0.03224012793771689,2.9269179575536315,19.083553596843494,21.870900007697188
Floki Inu,FLOKI,2.8340322e-05,0.04,0.042,-0.037,6481180.0,257703958.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0251497107390178,2.8340322e-05,2.8340322e-05,,0.0251497107390178,,,,,,,,2.833992042066171e-05,15.684413304808801,19.367322038329576
Floki Inu,FLOKI,2.8878952e-05,0.0,0.019,-0.095,7318364.0,264302676.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0276893299407986,2.8609637e-05,2.8609637e-05,3.808689255505117e-07,0.0264195203399082,0.0251497107390178,2.8340322e-05,6481180.0,257703958.0,0.01900578264424803,0.12917153975047754,0.02560580773074506,2.8878535011093808e-05,15.80589750033305,19.39260550816492
Flow,FLOW,5.43,0.017,0.023,-0.053,57457444.0,1923544184.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0298706130474827,5.43,5.43,,0.0298706130474827,,,,,,,,1.860974538249528,17.866555144811507,21.377435251039138
Flow,FLOW,5.72,0.01,0.052,-0.053,118680955.0,2031100138.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0584318580751334,5.574999999999999,5.574999999999999,0.2050609665440991,0.04415123556130805,0.0298706130474827,5.43,57457444.0,1923544184.0,0.05340699815837938,1.065545327773369,0.055915509970942266,1.9050881545350582,18.59194940862914,21.431843423597535
Flux,FLUX,1.43,0.016,0.022,0.087,15489371.0,330216558.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0469067059926171,1.43,1.43,,0.0469067059926171,,,,,,,,0.8878912573524571,16.555664669285846,19.615259236587825
