coin,symbol,price,1h,24h,7d,24h_volume,mkt_cap,date,source_file,liquidity_ratio,price_ma_3,price_ma_5,vol_3d,lr_ema_3
Electroneum,ETN,0.005086662997,0.017,0.026,-0.017,176858.0,89440714.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0019773768800638,0.005086662997,0.005086662997,,0.0019773768800638
Electroneum,ETN,0.005214209583,0.006,0.025,-0.05,189537.0,93414016.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0020289995882416,0.00515043629,0.00515043629,9.018905587779279e-05,0.0020031882341527
Ellipsis,EPS,0.164725,0.0139999999999999,0.036,0.042,8159278.0,102630468.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0795015180092523,0.164725,0.164725,,0.0795015180092523
Ellipsis,EPS,0.166502,-0.001,0.012,-0.0289999999999999,5645716.0,104379795.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0540882073968434,0.16561350000000002,0.16561350000000002,0.0012565287501684857,0.06679486270304785
Elrond,EGLD,162.55,0.025,0.049,0.2289999999999999,318813970.0,3550487729.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0897944153970627,162.55,162.55,,0.0897944153970627
Elrond,EGLD,159.18,-0.003,-0.02,0.121,163087133.0,3510358610.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0464588240458999,160.865,160.865,2.3829498525986685,0.0681266197214813
Energy Web Token,EWT,4.91,0.015,-0.009,0.042,2224285.0,205388247.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0108296605696235,4.91,4.91,,0.0108296605696235
Energy Web Token,EWT,5.03,-0.0,0.025,-0.02,1278646.0,211101992.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0060570058476757,4.970000000000001,4.970000000000001,0.08485281374238547,0.0084433332086496
Enjin Coin,ENJ,1.4,0.018,0.05,0.046,133821819.0,1300650179.0,2022-03-16,coin_gecko_2022-03-16.csv,0.1028884024010886,1.4,1.4,,0.1028884024010886
Enjin Coin,ENJ,1.42,0.004,0.017,0.021,113142084.0,1330338268.0,2022-03-17,coin_gecko_2022-03-17.csv,0.085047605350852,1.41,1.41,0.014142135623730963,0.09396800387597029
Enzyme,MLN,53.93,0.02,0.02,0.046,7197240.0,78254927.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0919717170012822,53.93,53.93,,0.0919717170012822
Enzyme,MLN,54.27,0.005,0.006,0.033,5114354.0,78897484.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0648227768581315,54.1,54.1,0.24041630560342858,0.07839724692970684
Ergo,ERG,3.26,0.006,0.004,0.0819999999999999,945449.0,168320273.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0056169645114584,3.26,3.26,,0.0056169645114584
Ergo,ERG,3.26,-0.006,0.002,0.004,1480738.0,170208459.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0086995558781247,3.26,3.26,0.0,0.007158260194791551
Escoin Token,ELG,3.37,0.024,0.021,0.051,685965.0,228752259.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0029987244847273,3.37,3.37,,0.0029987244847273
Escoin Token,ELG,3.31,0.005,-0.015,0.017,724098.0,228752259.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0031654244778408,3.34,3.34,0.042426406871192736,0.0030820744812840497
Ethereum,ETH,2744.41,0.024,0.034,0.065,19748695312.0,327104429349.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0603742827674442,2744.41,2744.41,,0.0603742827674442
Ethereum,ETH,2824.42,0.004,0.0289999999999999,0.034,13640408875.0,339077214308.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0402280315497984,2784.415,2784.415,56.575613562735825,0.050301157158621296
Ethereum Classic,ETC,26.93,0.0279999999999999,0.031,0.01,315618129.0,3573077723.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0883322875873528,26.93,26.93,,0.0883322875873528
Ethereum Classic,ETC,27.11,0.004,0.006,-0.036,254873416.0,3623500485.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0703390042460557,27.02,27.02,0.12727922061357835,0.07933564591670425
Ethereum Name Service,ENS,14.05,0.04,0.043,0.016,39284120.0,326307175.0,2022-03-16,coin_gecko_2022-03-16.csv,0.1203899975536854,14.05,14.05,,0.1203899975536854
Ethereum Name Service,ENS,15.1,-0.003,0.075,0.0289999999999999,130802509.0,350492086.0,2022-03-17,coin_gecko_2022-03-17.csv,0.3731967545766497,14.575,14.575,0.7424621202458748,0.24679337606516755
Euro Tether,EURT,1.1,0.004,0.008,0.012,25282592.0,226370344.0,2022-03-16,coin_gecko_2022-03-16.csv,0.1116868559425787,1.1,1.1,,0.1116868559425787
Euro Tether,EURT,1.11,-0.0,0.006,0.003,14717552.0,228389194.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0644406670133439,1.105,1.105,0.00707106781186556,0.0880637614779613
EverRise,RISE,0.000950733762,0.013,0.081,0.03,423218.0,66340451.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0063794863257712,0.000950733762,0.000950733762,,0.0063794863257712
Everdome,DOME,0.042328407322,-0.004,0.09,-0.07,44769576.0,363656510.0,2022-03-16,coin_gecko_2022-03-16.csv,0.1231095134251824,0.042328407322,0.042328407322,,0.1231095134251824
Everdome,DOME,0.047881406153,-0.025,0.131,0.038,59460882.0,407661797.0,2022-03-17,coin_gecko_2022-03-17.csv,0.1458583620971479,0.045104906737500006,0.045104906737500006,0.00392656312932107,0.13448393776116516
Everipedia,IQ,0.009006140462,0.0069999999999999,0.031,0.022,3388475.0,89718345.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0377679169182177,0.009006140462,0.009006140462,,0.0377679169182177
Everipedia,IQ,0.008982625251,-0.005,-0.004,-0.005,2844319.0,90044377.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0315879691188268,0.0089943828565,0.0089943828565,1.6627765159132816e-05,0.034677943018522256
Everscale,EVER,0.191627,-0.011,-0.009,0.001,6416.99,261949792.0,2022-03-16,coin_gecko_2022-03-16.csv,2.4497022696624243e-05,0.191627,0.191627,,2.4497022696624243e-05
Everscale,EVER,0.19269,0.0,-0.0139999999999999,-0.011,14939.44,258439550.0,2022-03-17,coin_gecko_2022-03-17.csv,5.780632260039146e-05,0.1921585,0.1921585,0.0007516545084012961,4.115167264850785e-05
FEG Token,FEG,3.708e-09,0.017,0.009,0.024,1093047.0,151073649.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0072351929488378,3.708e-09,3.708e-09,,0.0072351929488378
FEG Token,FEG,3.712e-09,-0.012,0.005,0.001,596220.0,152507971.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0039094350025809,3.71e-09,3.71e-09,2.8284271247463264e-12,0.00557231397570935
FEG Token BSC,FEG,3.984e-09,0.0279999999999999,0.0,0.05,505356.0,166612893.0,2022-03-16,coin_gecko_2022-03-16.csv,0.003033114610164,3.984e-09,3.984e-09,,0.003033114610164
FEG Token BSC,FEG,3.893e-09,0.025,-0.023,-0.013,270143.0,163269693.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0016545814170177,3.9385e-09,3.9385e-09,6.434671708797627e-11,0.0023438480135908497
FLEX Coin,FLEX,3.97,0.002,0.006,-0.002,1326196326.0,311600507.0,2022-03-16,coin_gecko_2022-03-16.csv,4.256078845211892,3.97,3.97,,4.256078845211892
FLEX Coin,FLEX,3.95,-0.0,-0.001,0.006,1321112348.0,311501806.0,2022-03-17,coin_gecko_2022-03-17.csv,4.241106544338944,3.96,3.96,0.014142135623730807,4.248592694775418
FTX Token,FTT,42.37,0.02,0.024,0.045,91093038.0,5803217982.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0156969871341289,42.37,42.37,,0.0156969871341289
FTX Token,FTT,43.02,0.001,0.016,0.004,63018114.0,5917599044.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0106492706808001,42.695,42.695,0.4596194077712599,0.0131731289074645
FUNToken,FUN,0.010933267139,0.012,-0.004,-0.011,853332.0,115804492.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0073687297035075,0.010933267139,0.010933267139,,0.0073687297035075
FUNToken,FUN,0.011072744983,-0.0069999999999999,0.012,-0.012,840985.0,117522843.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0071559279756361,0.011003006061,0.011003006061,9.862572931767935e-05,0.007262328839571799
Fantom,FTM,1.22,0.043,0.022,-0.079,1173101401.0,3072929159.0,2022-03-16,coin_gecko_2022-03-16.csv,0.3817534802467602,1.22,1.22,,0.3817534802467602
Fantom,FTM,1.22,-0.003,0.001,-0.107,662240690.0,3103751456.0,2022-03-17,coin_gecko_2022-03-17.csv,0.2133678225812163,1.22,1.22,0.0,0.29756065141398824
Fei USD,FEI,1.0,0.001,0.0,0.003,10254055.0,557210659.0,2022-03-16,coin_gecko_2022-03-16.csv,0.018402474601621,1.0,1.0,,0.018402474601621
Fei USD,FEI,1.0,0.002,0.003,0.009,6008234.0,560856126.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0107126118829269,1.0,1.0,0.0,0.01455754324227395
Fetch.ai,FET,0.327851,0.022,0.0069999999999999,0.024,21546674.0,224454559.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0959957066410043,0.327851,0.327851,,0.0959957066410043
Fetch.ai,FET,0.333007,0.01,0.016,-0.06,18218920.0,229348461.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0794377251129668,0.330429,0.330429,0.0036458425637978546,0.08771671587698555
Filecoin,FIL,17.27,0.016,0.01,-0.0409999999999999,264401106.0,3052322720.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0866229197415927,17.27,17.27,,0.0866229197415927
Filecoin,FIL,17.67,0.002,0.024,-0.062,194035869.0,3150729995.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0615844167249882,17.47,17.47,0.2828427124746218,0.07410366823329045
Floki Inu,FLOKI,2.8340322e-05,0.04,0.042,-0.037,6481180.0,257703958.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0251497107390178,2.8340322e-05,2.8340322e-05,,0.0251497107390178
Floki Inu,FLOKI,2.8878952e-05,0.0,0.019,-0.095,7318364.0,264302676.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0276893299407986,2.8609637e-05,2.8609637e-05,3.808689255505117e-07,0.0264195203399082
Flow,FLOW,5.43,0.017,0.023,-0.053,57457444.0,1923544184.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0298706130474827,5.43,5.43,,0.0298706130474827
Flow,FLOW,5.72,0.01,0.052,-0.053,118680955.0,2031100138.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0584318580751334,5.574999999999999,5.574999999999999,0.2050609665440991,0.04415123556130805
Flux,FLUX,1.43,0.016,0.022,0.087,15489371.0,330216558.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0469067059926171,1.43,1.43,,0.0469067059926171
Flux,FLUX,1.43,0.002,0.003,0.044,11148974.0,328526106.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0339363411198743,1.43,1.43,0.0,0.0404215235562457
Frax,FRAX,0.998392,-0.002,0.001,-0.0,18194194.0,2866968260.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0063461442018196,0.998392,0.998392,,0.0063461442018196
Frax,FRAX,0.999541,0.001,-0.0,-0.001,15926230.0,2873694989.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0055420739017059,0.9989665,0.9989665,0.0008124656915833902,0.00594410905176275
Frax Share,FXS,17.92,0.006,-0.011,0.006,4834916.0,1031430071.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0046875848745736,17.92,17.92,,0.0046875848745736
Frax Share,FXS,17.71,0.002,-0.01,-0.012,3134769.0,1023317870.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0030633384717497,17.815,17.815,0.1484924240491756,0.00387546167316165
Function X,FX,0.488809,0.019,0.005,-0.005,2065790.0,228173732.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0090535837841316,0.488809,0.488809,,0.0090535837841316
Function X,FX,0.490287,-0.008,0.003,-0.025,2789713.0,230355668.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0121104595524864,0.489548,0.489548,0.0010451038225937027,0.010582021668308999
GMX,GMX,22.78,0.0279999999999999,0.038,-0.062,3864455.0,168867621.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0228845232562375,22.78,22.78,,0.0228845232562375
GMX,GMX,25.47,0.003,0.119,0.0139999999999999,3169278.0,190389663.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0166462713892192,24.125,24.125,1.9021172413918113,0.019765397322728348
GPEX,GPX,3.83,0.006,0.002,-0.072,179427.0,144648026.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0012404386355054,3.83,3.83,,0.0012404386355054
GPEX,GPX,3.77,-0.002,-0.017,-0.061,166864.0,144310185.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0011562870631757,3.8,3.8,0.042426406871192736,0.0011983628493405498
GXChain,GXC,1.64,0.021,-0.008,-0.019,11166637.0,122187268.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0913895300449798,1.64,1.64,,0.0913895300449798
GXChain,GXC,1.62,-0.006,-0.01,-0.046,11044304.0,122034911.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0905011845339896,1.63,1.63,0.014142135623730727,0.09094535728948469
Gains Farm,GFARM2,2267.65,0.013,0.033,0.036,133497.0,81067367.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0016467415304113,2267.65,2267.65,,0.0016467415304113
Gains Farm,GFARM2,2330.78,-0.0,0.03,0.102,138508.0,83519135.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0016583984017554,2299.215,2299.215,44.63965109630682,0.00165256996608335
Gala,GALA,0.227781,0.026,0.047,0.037,551763058.0,1714837250.0,2022-03-16,coin_gecko_2022-03-16.csv,0.3217582648149263,0.227781,0.227781,,0.3217582648149263
Gala,GALA,0.230194,-0.001,0.01,-0.0139999999999999,598834885.0,1738051630.0,2022-03-17,coin_gecko_2022-03-17.csv,0.3445437837770101,0.2289875,0.2289875,0.0017062486630031381,0.3331510242959682
GateToken,GT,6.52,0.012,0.031,-0.005,7695401.0,979761512.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0078543613989197,6.52,6.52,,0.0078543613989197
GateToken,GT,6.32,-0.004,-0.031,-0.05,6795778.0,959114001.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0070854747119889,6.42,6.42,0.141421356237309,0.0074699180554543
Gemini Dollar,GUSD,1.0,0.003,0.001,0.001,3181078.0,355825684.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0089399898406434,1.0,1.0,,0.0089399898406434
Gemini Dollar,GUSD,0.999103,-0.001,-0.002,-0.001,2599754.0,370970338.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0070079834792613,0.9995514999999999,0.9995514999999999,0.0006342747827243198,0.007973986659952349
Gitcoin,GTC,5.67,0.04,0.06,-0.005,13047215.0,80324424.0,2022-03-16,coin_gecko_2022-03-16.csv,0.1624314791227136,5.67,5.67,,0.1624314791227136
Gitcoin,GTC,5.65,0.004,-0.003,-0.102,7848894.0,80282760.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0977656224076003,5.66,5.66,0.014142135623730649,0.13009855076515695
Gnosis,GNO,298.83,0.021,0.025,-0.003,2883611.0,553256284.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0052120709396226,298.83,298.83,,0.0052120709396226
Gnosis,GNO,306.2,0.001,0.025,-0.025,1192417.0,571602114.0,2022-03-17,coin_gecko_2022-03-17.csv,0.002086096203626,302.515,302.515,5.211376977344859,0.0036490835716243
Golem,GLM,0.465346,0.016,0.022,-0.085,15905189.0,464458665.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0342445737340264,0.465346,0.465346,,0.0342445737340264
Golem,GLM,0.466554,0.001,0.003,-0.088,12086033.0,466317264.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0259180475033838,0.46595,0.46595,0.000854184991673399,0.0300813106187051
GuildFi,GF,1.54,0.005,0.0069999999999999,0.0409999999999999,7298293.0,66370610.0,2022-03-16,coin_gecko_2022-03-16.csv,0.1099627229582491,1.54,1.54,,0.1099627229582491
GuildFi,GF,1.58,0.001,0.031,0.019,4047040.0,68575496.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0590158327108563,1.56,1.56,0.028284271247461926,0.0844892778345527
HUNT,HUNT,0.769839,0.005,0.044,-0.032,72974143.0,83873286.0,2022-03-16,coin_gecko_2022-03-16.csv,0.870052271470561,0.769839,0.769839,,0.870052271470561
HUNT,HUNT,0.821299,-0.001,0.069,0.006,104480496.0,89930148.0,2022-03-17,coin_gecko_2022-03-17.csv,1.1617961086864883,0.795569,0.795569,0.036387714959859735,1.0159241900785245
HUSD,HUSD,0.999103,0.0,0.001,0.0,43235094.0,310668205.0,2022-03-16,coin_gecko_2022-03-16.csv,0.1391680683898759,0.999103,0.999103,,0.1391680683898759
HUSD,HUSD,0.999448,-0.001,0.0,-0.0,21491124.0,321832852.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0667772847502839,0.9992755,0.9992755,0.00024395183950938698,0.10297267657007989
Handshake,HNS,0.156275,0.019,-0.054,-0.108,197146.0,73747459.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0026732582067675,0.156275,0.156275,,0.0026732582067675
Handshake,HNS,0.155984,-0.004,-0.001,-0.168,171651.0,74049207.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0023180666877364,0.1561295,0.1561295,0.00020576807332527524,0.00249566244725195
Harmony,ONE,0.127445,0.025,0.017,-0.012,75144435.0,1499937034.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0500983929969423,0.127445,0.127445,,0.0500983929969423
Harmony,ONE,0.13101,0.0069999999999999,0.027,-0.035,66326965.0,1548715682.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0428270765066095,0.1292275,0.1292275,0.002520835674930031,0.0464627347517759
Hathor,HTR,0.479597,0.052,0.047,0.025,3389005.0,108345431.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0312796300565734,0.479597,0.479597,,0.0312796300565734
Hathor,HTR,0.491681,0.001,0.0279999999999999,-0.049,5298234.0,112171936.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0472331510797852,0.485639,0.485639,0.008544678343858228,0.0392563905681793
Hedera,HBAR,0.200008,0.012,-0.0069999999999999,-0.024,65559083.0,3922919996.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0167118072932527,0.200008,0.200008,,0.0167118072932527
Hedera,HBAR,0.206426,0.001,0.031,-0.031,50736623.0,4083726959.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0124240977688733,0.20321699999999998,0.20321699999999998,0.0045382113216552765,0.014567952531063
Helium,HNT,21.72,-0.002,0.048,0.026,22415718.0,2183873719.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0102642006289009,21.72,21.72,,0.0102642006289009
Helium,HNT,22.94,0.004,0.057,0.057,21484397.0,2312307759.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0092913224532409,22.33,22.33,0.8626702730475909,0.0097777615410709
Hermez Network,HEZ,6.09,0.009,0.003,0.0139999999999999,105821.0,102164945.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0010357858069614,6.09,6.09,,0.0010357858069614
Hermez Network,HEZ,6.17,0.002,0.015,0.013,68193.73,103279211.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0006602851565161,6.13,6.13,0.05656854249492385,0.00084803548173875
Hifi Finance,MFT,0.00755611809,0.011,-0.054,0.052,58152200.0,70736052.0,2022-03-16,coin_gecko_2022-03-16.csv,0.8221012956731032,0.00755611809,0.00755611809,,0.8221012956731032
Hifi Finance,MFT,0.007610380739,-0.003,0.0069999999999999,0.0579999999999999,13457578.0,71444464.0,2022-03-17,coin_gecko_2022-03-17.csv,0.1883641817230233,0.0075832494145000005,0.0075832494145000005,3.836948707304499e-05,0.5052327386980633
Hive,HIVE,0.869127,0.015,0.0409999999999999,0.011,12455971.0,322775766.0,2022-03-16,coin_gecko_2022-03-16.csv,0.038590167887635,0.869127,0.869127,,0.038590167887635
Hive,HIVE,0.921978,0.003,0.063,0.008,27492473.0,342506941.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0802683674664566,0.8955525,0.8955525,0.03737130049249021,0.0594292676770458
Holo,HOT,0.00414796568,0.027,0.027,0.0279999999999999,63199499.0,734353201.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0860614468813352,0.00414796568,0.00414796568,,0.0860614468813352
Holo,HOT,0.004092449012,0.002,-0.013,-0.026,45825585.0,726741711.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0630562197082974,0.004120207346,0.004120207346,3.9256212411682635e-05,0.0745588332948163
Hoo Token,HOO,1.34,-0.002,0.049,-0.0139999999999999,8376366.0,111488236.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0751322857059107,1.34,1.34,,0.0751322857059107
Hoo Token,HOO,1.39,-0.004,0.035,0.059,8832185.0,114432549.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0771824544430973,1.365,1.365,0.03535533905932725,0.076157370074504
Horizen,ZEN,38.73,0.015,0.061,0.026,29127070.0,469969529.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0619765074173564,38.73,38.73,,0.0619765074173564
Horizen,ZEN,39.44,0.001,0.021,-0.054,25684055.0,480024115.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0535057598095879,39.084999999999994,39.084999999999994,0.5020458146424518,0.05774113361347215
Humans.ai,HEART,0.044270474958,0.025,0.086,-0.547,1852838.0,1309127902.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0014153223662633,0.044270474958,0.044270474958,,0.0014153223662633
Humans.ai,HEART,0.041455610624,-0.006,-0.063,-0.5579999999999999,898844.0,1309127902.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0006865975422468,0.042863042791000006,0.042863042791000006,0.001990409658691558,0.00105095995425505
Huobi BTC,HBTC,41217.27,0.026,0.039,0.068,190002.0,1637583015.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0001160258736562,41217.27,41217.27,,0.0001160258736562
Huobi BTC,HBTC,40909.07,-0.001,-0.008,-0.027,2193840.0,1631618698.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0013445788545382,41063.17,41063.17,217.93030996169188,0.0007303023640972
Huobi Token,HT,8.98,0.01,0.009,-0.025,32112940.0,1392164927.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0230669077903009,8.98,8.98,,0.0230669077903009
Huobi Token,HT,9.11,0.0,0.013,-0.001,29386478.0,1418233628.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0207204775150064,9.045,9.045,0.09192388155425048,0.02189369265265365
Hxro,HXRO,0.305377,0.008,0.0139999999999999,-0.062,133516.0,133894630.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0009971721793472,0.305377,0.305377,,0.0009971721793472
Hxro,HXRO,0.304276,0.0,-0.003,-0.066,71104.14,133744124.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0005316430948398,0.3048265,0.3048265,0.000778524566086402,0.0007644076370935001
Hydra,HYDRA,8.93,0.005,-0.089,-0.004,444955.0,103576699.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0042958986364298,8.93,8.93,,0.0042958986364298
Hydra,HYDRA,9.26,0.004,0.04,0.0559999999999999,884096.0,107523003.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0082223893988526,9.094999999999999,9.094999999999999,0.23334523779156136,0.0062591440176412005
ICHI,ICHI,22.69,0.023,0.049,0.133,910181.0,99403281.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0091564482665315,22.69,22.69,,0.0091564482665315
ICHI,ICHI,23.02,0.005,0.017,0.108,662181.0,100868057.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0065648235892954,22.855,22.855,0.23334523779155947,0.007860635927913449
ICON,ICX,0.753601,0.026,-0.013,0.21,45059623.0,549632622.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0819813475336258,0.753601,0.753601,,0.0819813475336258
ICON,ICX,0.745261,0.002,-0.011,-0.102,27185040.0,547848667.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0496214404405952,0.749431,0.749431,0.005897270555095816,0.0658013939871105
IDEX,IDEX,0.142817,0.013,-0.002,-0.018,22972045.0,90978713.0,2022-03-16,coin_gecko_2022-03-16.csv,0.2524991203161997,0.142817,0.142817,,0.2524991203161997
IDEX,IDEX,0.142172,0.004,-0.002,-0.055,11854190.0,90697310.0,2022-03-17,coin_gecko_2022-03-17.csv,0.1307005687379261,0.1424945,0.1424945,0.00045608387386532784,0.1915998445270629
IOST,IOST,0.022568760363,0.025,0.011,0.015,35343794.0,517770891.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0682614542732183,0.022568760363,0.022568760363,,0.0682614542732183
IOST,IOST,0.022801632948,0.0,0.01,-0.027,36690680.0,526323716.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0697112421208091,0.0226851966555,0.0226851966555,0.000164665784005942,0.0689863481970137
IOTA,MIOTA,0.712336,0.018,0.011,0.012,26950213.0,1976598984.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0136346386991768,0.712336,0.712336,,0.0136346386991768
IOTA,MIOTA,0.714113,-0.0,0.003,-0.033,23553216.0,1985719860.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0118612985015922,0.7132244999999999,0.7132244999999999,0.0012565287501685543,0.012747968600384501
IRISnet,IRIS,0.05572426797,0.022,-0.008,-0.027,6277598.0,68613799.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0914917712106277,0.05572426797,0.05572426797,,0.0914917712106277
IRISnet,IRIS,0.055425599401,0.016,-0.003,-0.088,2976839.0,68090240.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0437190263979095,0.0555749336855,0.0555749336855,0.0002111905704671762,0.0676053988042686
Illuvium,ILV,519.92,0.023,0.038,0.033,11072513.0,332435430.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0333072590969019,519.92,519.92,,0.0333072590969019
Illuvium,ILV,543.69,0.0069999999999999,0.045,0.025,10973374.0,349615509.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0313869771721139,531.8050000000001,531.8050000000001,16.80792818880426,0.0323471181345079
Immutable X,IMX,1.57,0.043,0.012,0.049,87629552.0,365315958.0,2022-03-16,coin_gecko_2022-03-16.csv,0.2398733208364251,1.57,1.57,,0.2398733208364251
Immutable X,IMX,1.59,0.001,0.01,0.001,74989985.0,374143811.0,2022-03-17,coin_gecko_2022-03-17.csv,0.2004309113107312,1.58,1.58,0.014142135623730963,0.22015211607357815
Index Coop - ETH 2x Flexible Leverage Index,ETH2X-FLI,66.16,0.049,0.06,0.119,2344685.0,68519516.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0342192288690422,66.16,66.16,,0.0342192288690422
Index Coop - ETH 2x Flexible Leverage Index,ETH2X-FLI,69.79,0.002,0.0559999999999999,0.063,1140003.0,72083620.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0158150076258656,67.975,67.975,2.5667976157071792,0.0250171182474539
Injective,INJ,5.33,0.027,0.024,0.021,16026155.0,256116913.0,2022-03-16,coin_gecko_2022-03-16.csv,0.0625735911474147,5.33,5.33,,0.0625735911474147
Injective,INJ,5.4,0.008,0.0139999999999999,0.011,25990848.0,262798491.0,2022-03-17,coin_gecko_2022-03-17.csv,0.0989002939137881,5.365,5.365,0.049497474683058526,0.0807369425306014
Interest Bearing Bitcoin,IBBTC,40647.97,0.019,0.023,0.052,3253.9,187618251.0,2022-03-16,coin_gecko_2022-03-16.csv,1.7343195465562677e-05,40647.97,40647.97,,1.7343195465562677e-05
